"satisfaction_level","last_evaluation","number_project","average_monthly_hours","time_spend_company","Work_accident","left","promotion_last_5years","department","salary"
0.91,0.86,3,220,4,0,1,0,"hr",2
0.52,0.63,4,176,3,1,1,0,"hr",2
0.55,0.6,3,160,2,0,1,0,"hr",2
0.67,0.79,5,217,2,0,0,0,"technical",2
0.5,0.45,4,191,3,0,0,0,"technical",2
0.91,0.98,3,125,3,1,1,0,"technical",2
0.78,0.79,6,114,4,1,1,0,"support",3
0.72,0.84,4,214,2,0,0,0,"support",3
0.7,0.71,4,251,3,0,1,0,"support",3
0.39,0.91,3,162,5,1,1,0,"support",1
0.38,0.52,3,133,4,1,1,0,"support",1
0.83,0.48,4,125,3,0,1,0,"technical",1
0.7,0.62,4,136,3,0,1,0,"technical",1
0.64,0.65,3,188,5,0,1,0,"IT",1
1,0.64,4,214,2,0,1,0,"IT",1
0.94,0.53,3,223,3,1,1,0,"IT",1
0.66,0.71,3,272,2,0,1,0,"product_mng",1
0.98,0.85,3,274,3,0,0,0,"product_mng",2
0.9,0.46,4,133,2,1,1,0,"RandD",2
0.55,0.56,3,203,2,0,1,0,"RandD",2
0.67,0.73,4,172,4,1,1,0,"marketing",2
0.9,0.55,3,149,2,0,1,0,"accounting",2
0.77,0.59,3,231,2,0,1,0,"support",2
0.76,0.87,3,221,3,0,0,0,"technical",3
1,0.56,4,187,4,0,0,0,"management",3
1.02,0.93,3,153,4,0,0,0,"marketing",3
0.82,0.73,4,168,3,1,1,0,"sales",3
0.99,0.36,3,111,2,1,1,0,"sales",3
0.57,0.65,3,154,2,1,1,0,"sales",3
0.82,0.82,4,171,3,1,1,0,"sales",1
0.67,0.77,3,253,2,0,0,0,"sales",1
0.68,0.51,4,160,3,1,0,0,"sales",1
0.9,0.84,3,200,4,0,1,0,"sales",1
0.92,0.79,3,268,3,0,1,0,"sales",1
0.59,0.56,6,146,3,0,1,0,"sales",1
0.57,0.56,3,234,3,0,1,0,"sales",2
0.84,0.7,5,102,5,0,1,0,"sales",2
0.52,0.64,3,163,3,0,0,0,"sales",2
0.65,0.47,3,172,3,1,0,0,"sales",2
0.83,0.82,3,203,3,0,0,0,"accounting",2
0.84,0.84,5,159,2,1,1,0,"accounting",2
0.78,0.72,3,159,2,1,0,0,"hr",2
0.9,0.92,3,217,3,0,0,0,"technical",2
0.88,0.87,4,177,3,0,0,0,"technical",2
0.64,0.95,4,256,4,1,1,0,"technical",2
0.71,0.53,3,182,3,0,1,0,"technical",2
0.7,0.65,4,226,2,1,1,0,"technical",3
0.73,0.53,4,233,2,1,1,0,"support",2
0.21,0.44,5,202,4,0,0,0,"support",2
0.75,0.53,5,255,2,0,0,0,"support",2
0.57,0.75,3,185,3,0,1,0,"support",2
0.59,0.74,3,207,2,0,1,0,"support",2
0.99,0.52,3,198,3,0,0,0,"support",1
0.88,0.85,6,232,6,0,1,0,"technical",1
0.85,0.64,4,145,3,0,1,0,"technical",1
0.59,0.66,3,104,3,1,0,0,"IT",1
0.72,0.92,3,170,3,0,0,0,"IT",3
0.94,0.83,5,214,2,0,0,0,"IT",1
0.79,0.82,5,137,4,1,1,0,"IT",3
0.66,0.65,5,250,2,0,0,0,"product_mng",1
0.92,0.62,3,184,5,0,0,0,"RandD",3
0.84,0.74,4,177,3,0,0,0,"RandD",2
0.6,0.71,3,138,3,1,1,0,"RandD",2
0.81,0.48,4,162,3,0,1,0,"RandD",2
0.96,0.98,4,145,3,1,1,0,"accounting",2
0.68,0.57,3,167,2,0,1,0,"technical",3
0.25,0.59,6,237,5,1,1,0,"marketing",3
0.58,0.5,4,190,3,0,1,0,"sales",2
0.71,0.59,3,129,4,0,0,0,"sales",2
0.56,0.39,2,148,2,0,1,0,"sales",2
1,0.8,4,176,2,1,0,0,"sales",1
0.94,0.91,3,156,3,0,0,0,"sales",1
0.89,0.63,4,129,4,0,1,0,"sales",1
0.73,0.41,4,237,3,0,1,0,"sales",1
0.56,0.57,4,219,3,0,1,0,"sales",3
0.27,0.63,5,194,3,0,1,0,"sales",1
0.66,0.82,3,209,3,0,1,0,"sales",3
0.57,0.73,3,181,3,1,1,0,"accounting",1
0.62,0.39,4,143,3,1,0,0,"accounting",1
0.25,0.62,6,260,4,0,1,0,"hr",3
0.94,0.98,6,242,3,0,1,0,"hr",2
0.21,0.95,4,206,3,0,1,0,"hr",3
0.74,0.39,5,107,4,0,0,0,"technical",2
0.54,0.64,5,216,2,0,1,0,"technical",3
0.62,0.47,5,122,5,0,0,0,"technical",2
0.91,0.6,4,138,3,0,1,0,"technical",2
0.56,0.61,3,205,2,1,1,0,"technical",2
0.6,0.68,3,210,2,1,1,0,"support",2
0.86,0.77,4,270,3,0,1,0,"support",2
0.36,0.62,5,160,3,0,0,0,"support",3
0.73,0.98,4,256,3,0,0,0,"technical",1
0.91,0.58,2,168,3,0,0,0,"IT",1
0.6,0.89,4,247,4,0,1,0,"IT",1
0.97,0.78,5,165,4,1,1,0,"IT",3
0.97,0.56,3,135,3,0,1,0,"IT",1
0.52,0.55,2,213,3,1,1,0,"product_mng",1
0.99,0.98,5,148,3,0,1,0,"product_mng",1
0.59,0.57,3,262,2,0,1,0,"RandD",1
0.21,0.47,5,250,5,0,1,0,"RandD",2
0.24,0.58,5,151,6,0,0,0,"RandD",2
0.62,0.51,4,216,2,0,1,0,"marketing",2
0.69,0.63,3,234,2,0,1,0,"marketing",2
0.61,0.8,4,268,3,0,1,0,"sales",2
0.69,0.47,4,194,5,1,0,0,"accounting",2
0.95,0.76,3,189,3,0,1,0,"technical",2
0.59,0.62,3,176,3,0,1,0,"management",2
0.55,0.57,4,153,3,1,1,0,"marketing",2
1.02,0.77,3,271,4,1,1,0,"marketing",3
0.79,0.91,4,187,4,0,1,0,"marketing",1
0.91,0.8,3,244,3,1,1,0,"sales",1
0.8,0.49,4,142,4,0,0,0,"sales",1
0.98,0.48,4,186,3,0,1,0,"sales",1
0.96,0.98,3,148,4,0,1,0,"sales",1
0.81,0.76,3,257,2,0,1,0,"sales",1
0.74,0.92,5,208,2,1,1,0,"accounting",1
1.01,0.72,4,197,3,0,0,0,"accounting",1
0.86,0.8,3,134,3,1,1,0,"accounting",1
0.76,0.58,3,154,2,1,1,0,"hr",1
0.7,0.48,4,256,6,0,1,0,"hr",1
0.84,0.86,4,274,3,0,0,0,"hr",2
0.84,0.96,3,204,3,0,0,0,"technical",2
1.01,0.51,5,238,3,1,1,0,"technical",2
0.89,0.57,3,134,2,1,1,0,"technical",2
0.56,0.44,6,272,5,0,0,0,"technical",2
0.53,0.48,4,184,3,1,1,0,"support",3
0.36,0.36,4,186,3,1,0,0,"support",2
0.73,0.88,3,224,3,0,0,0,"support",2
0.48,0.43,6,237,6,1,1,0,"support",2
0.35,0.64,3,144,2,1,1,0,"support",1
0.59,0.47,3,232,2,1,1,0,"support",1
0.66,0.85,2,101,3,0,1,0,"technical",1
0.49,0.51,3,135,2,0,1,0,"management",1
1.02,0.69,3,191,3,0,1,0,"IT",1
0.88,0.74,4,262,2,0,1,0,"IT",1
0.74,0.56,3,218,3,0,0,0,"product_mng",1
0.95,0.67,5,210,2,0,1,0,"product_mng",1
0.24,0.96,6,208,5,0,0,0,"product_mng",1
0.77,0.58,3,232,3,1,1,0,"IT",1
0.84,0.85,4,161,2,0,0,0,"RandD",2
0.55,0.72,4,174,3,0,0,0,"technical",2
0.94,0.56,3,257,3,0,0,0,"marketing",2
0.38,0.61,3,156,3,0,0,0,"sales",2
0.69,0.7,5,152,3,1,0,0,"sales",1
0.69,0.96,4,163,3,1,1,0,"sales",1
0.54,0.56,4,169,2,0,1,0,"sales",1
0.92,0.74,3,251,2,0,1,0,"sales",1
0.77,0.62,3,267,5,0,1,0,"sales",1
0.69,0.88,3,250,2,0,1,0,"sales",1
0.62,0.95,3,258,2,1,1,0,"accounting",1
0.16,0.63,2,204,5,1,1,0,"accounting",1
0.71,0.72,4,215,3,0,1,0,"accounting",1
0.9,0.96,3,174,3,1,1,0,"hr",1
0.54,0.87,6,170,4,0,1,0,"hr",1
0.69,0.94,4,160,2,0,0,0,"technical",2
0.75,0.71,5,215,2,0,1,0,"technical",2
0.58,0.58,5,138,2,0,1,0,"technical",2
0.83,0.92,3,150,3,1,1,0,"technical",2
0.72,0.54,3,240,2,1,1,0,"support",2
0.92,0.71,3,169,3,1,1,0,"support",3
0.97,0.8,3,246,3,1,1,0,"support",1
0.92,0.88,4,101,6,1,1,0,"support",2
1.02,0.67,3,185,3,0,1,0,"support",2
0.82,0.64,3,154,4,1,1,0,"support",2
1.01,0.95,3,209,3,0,1,0,"support",1
0.74,0.65,4,221,3,1,1,0,"technical",1
0.52,0.58,4,145,3,0,1,0,"technical",1
0.75,0.69,3,135,3,0,1,0,"technical",1
0.86,0.97,4,179,3,0,1,0,"IT",1
0.99,0.86,6,240,6,0,1,0,"IT",1
0.62,0.67,4,226,3,0,0,0,"product_mng",1
0.87,0.5,4,251,3,0,1,0,"RandD",1
0.49,0.53,5,261,5,1,1,0,"RandD",2
0.71,0.57,4,147,2,1,0,0,"marketing",2
0.97,0.56,4,159,3,0,1,0,"sales",2
0.49,0.48,5,176,5,0,1,0,"support",2
0.77,0.98,4,219,3,1,1,0,"management",2
0.8,0.88,3,227,3,0,0,0,"marketing",2
0.89,0.89,4,182,2,0,1,0,"marketing",2
1.02,0.84,4,191,2,0,0,0,"marketing",3
0.61,0.84,4,257,3,1,1,0,"sales",1
0.99,0.58,5,182,5,0,1,0,"sales",2
0.26,0.92,4,142,4,0,1,0,"sales",2
1,0.82,3,223,3,0,1,0,"sales",1
1.01,0.84,2,214,4,0,1,0,"sales",1
0.57,0.89,2,156,3,1,0,0,"sales",1
0.63,0.68,3,147,2,1,1,0,"sales",1
0.61,0.81,4,207,3,0,1,0,"sales",1
0.49,0.39,6,148,4,1,1,0,"sales",1
0.64,0.8,3,152,2,1,0,0,"accounting",1
0.53,0.92,3,262,4,0,1,0,"accounting",1
0.78,0.8,3,169,3,0,1,0,"hr",1
0.77,0.85,3,192,3,1,1,0,"hr",1
0.35,0.85,2,197,2,1,1,0,"technical",2
1,0.63,4,152,2,0,1,0,"technical",2
0.56,0.38,5,207,3,0,0,0,"technical",2
0.64,0.55,4,139,3,0,0,0,"technical",2
0.55,0.77,5,260,3,0,1,0,"support",3
0.62,0.66,5,243,2,0,1,0,"support",2
0.64,0.69,3,152,4,1,0,0,"support",2
0.83,0.95,4,259,2,0,1,0,"support",1
0.99,0.89,4,228,3,0,1,0,"support",1
0.86,0.89,4,210,4,1,1,0,"technical",1
0.67,0.87,4,146,3,1,1,0,"technical",1
0.54,0.76,3,155,2,1,1,0,"management",1
0.52,0.47,2,245,3,1,1,0,"product_mng",1
0.78,0.96,2,161,3,0,1,0,"product_mng",1
0.87,0.53,3,260,2,1,1,0,"RandD",1
0.81,0.85,3,183,4,0,1,0,"RandD",1
0.64,0.76,4,244,4,0,1,0,"RandD",2
0.26,0.94,4,242,6,1,0,0,"marketing",2
0.76,0.98,4,141,3,1,1,0,"sales",2
1.02,0.61,5,229,2,0,1,0,"support",2
0.64,0.91,3,250,4,1,1,0,"management",2
0.93,0.96,2,238,3,0,1,0,"marketing",2
0.55,0.73,4,266,3,0,1,0,"marketing",2
0.62,0.74,4,234,3,1,0,0,"sales",3
0.98,0.63,3,155,2,1,0,0,"sales",2
0.48,0.69,2,172,2,0,0,0,"sales",1
0.33,0.45,6,141,6,1,1,0,"sales",1
0.74,0.68,4,213,3,1,1,0,"sales",1
0.63,0.97,4,155,3,0,1,0,"sales",1
0.55,0.54,3,225,3,0,1,0,"accounting",2
0.8,0.54,3,236,3,1,1,0,"accounting",2
0.82,0.48,4,252,3,0,1,0,"hr",2
0.76,0.89,3,135,2,1,1,0,"hr",2
1,0.93,3,257,2,1,1,0,"hr",2
0.41,0.59,5,145,5,0,0,0,"hr",2
0.62,0.46,5,267,3,1,1,0,"technical",2
0.64,0.57,4,247,2,0,1,0,"technical",2
0.24,0.83,6,221,5,0,1,0,"technical",2
0.23,0.5,5,218,5,0,1,0,"technical",2
0.54,0.84,4,223,3,0,1,0,"support",2
0.47,0.35,3,178,3,0,1,0,"support",3
1.01,0.65,4,189,4,0,0,0,"support",3
0.52,0.7,5,253,2,0,1,0,"support",3
0.8,0.96,3,273,3,0,1,0,"support",3
0.56,0.41,2,139,3,0,0,0,"support",3
0.67,0.57,5,182,4,1,1,0,"technical",3
0.36,0.44,5,261,6,1,1,0,"IT",1
0.98,0.55,3,238,3,0,1,0,"IT",1
0.68,0.88,3,241,3,0,1,0,"IT",1
0.93,0.68,3,223,2,0,1,0,"IT",1
0.91,0.53,4,200,4,0,1,0,"product_mng",1
0.66,0.62,4,173,3,0,1,0,"product_mng",1
0.99,0.75,4,153,3,0,0,0,"IT",1
0.73,0.71,3,194,2,1,1,0,"RandD",1
0.85,0.56,5,227,3,0,1,0,"RandD",1
0.61,0.88,5,257,3,0,1,0,"marketing",2
0.58,0.95,2,140,2,0,1,0,"sales",2
0.94,0.57,4,177,4,0,1,0,"support",2
0.72,0.59,4,255,4,0,1,0,"technical",2
0.26,0.68,4,233,2,0,1,0,"management",2
0.23,0.36,6,212,6,0,1,0,"sales",3
1,0.48,4,216,2,0,1,0,"sales",3
0.95,0.68,4,218,2,1,1,0,"sales",3
0.63,0.73,4,144,2,0,1,0,"sales",1
0.55,0.56,5,241,3,1,1,0,"sales",1
0.82,0.75,6,233,6,0,0,0,"sales",1
0.38,0.5,3,155,3,0,0,0,"sales",1
1.03,0.95,5,136,2,0,1,0,"accounting",2
0.23,0.78,6,251,5,0,1,0,"accounting",2
0.6,0.6,5,136,3,1,1,0,"accounting",2
0.56,0.68,4,219,3,0,0,0,"hr",2
0.95,0.75,5,191,2,1,1,0,"technical",2
0.94,0.36,4,117,5,0,0,0,"technical",2
0.88,0.94,4,240,6,0,1,0,"technical",2
0.82,0.53,4,145,3,1,1,0,"technical",2
0.77,0.93,3,157,4,0,1,0,"technical",2
0.82,0.95,5,208,4,0,1,0,"technical",2
0.77,0.54,3,125,6,1,0,0,"support",2
0.98,0.74,4,220,3,1,1,0,"support",2
0.73,0.77,4,240,2,0,1,0,"support",2
0.49,0.64,6,233,3,0,0,0,"support",2
0.35,0.39,3,138,3,0,1,0,"technical",2
0.54,0.81,5,161,3,1,1,0,"IT",1
0.68,0.94,2,246,2,1,0,0,"IT",1
0.45,0.75,3,265,3,0,1,0,"product_mng",1
0.71,0.72,4,273,4,0,1,0,"product_mng",1
0.78,0.55,3,158,2,1,0,0,"RandD",1
0.68,0.46,4,229,3,0,0,0,"RandD",3
0.52,0.58,3,191,3,0,1,0,"RandD",3
0.63,0.95,3,198,3,1,1,0,"RandD",1
0.68,0.47,5,233,4,0,1,0,"marketing",3
0.47,0.56,2,152,2,1,0,0,"sales",1
0.64,0.7,4,134,2,0,0,0,"accounting",2
0.79,0.48,4,136,3,1,1,0,"marketing",2
0.17,0.91,4,180,4,1,0,0,"marketing",3
1,0.76,5,156,3,0,0,0,"sales",2
0.94,0.58,4,133,4,0,1,0,"sales",2
1.02,0.87,5,221,2,0,1,0,"sales",2
0.96,0.56,5,238,2,0,1,0,"sales",1
0.65,0.58,4,170,2,0,0,0,"sales",1
0.65,0.49,4,208,2,1,0,0,"sales",1
0.99,0.54,4,199,3,0,1,0,"sales",1
1.01,0.94,4,253,3,1,1,0,"sales",1
0.54,0.75,5,279,4,0,1,0,"sales",1
0.17,0.39,6,114,3,0,1,0,"sales",1
0.32,0.37,6,105,5,0,0,0,"sales",1
0.79,0.79,4,193,3,0,1,0,"accounting",1
0.9,0.73,3,222,3,1,1,0,"hr",1
0.67,0.9,4,263,3,0,1,0,"technical",1
0.22,0.84,6,264,3,1,1,0,"technical",3
0.94,0.72,6,253,2,0,1,0,"technical",1
0.84,0.81,3,193,3,1,1,0,"technical",2
0.51,0.77,3,180,2,0,1,0,"technical",2
1.03,0.54,3,182,3,0,0,0,"support",2
0.27,0.72,3,269,4,1,1,0,"support",2
0.58,0.69,4,257,3,0,1,0,"support",2
0.65,0.54,4,267,4,0,1,0,"support",2
0.48,0.74,4,143,2,0,1,0,"support",2
0.49,0.91,3,157,4,1,0,0,"support",2
0.28,0.66,4,279,5,1,1,0,"IT",2
0.91,0.87,4,135,3,1,1,0,"IT",1
0.84,0.64,3,160,2,0,1,0,"IT",2
0.53,0.7,3,204,2,0,1,0,"product_mng",1
0.73,0.71,5,151,2,0,0,0,"product_mng",1
0.21,0.71,6,225,4,0,0,0,"product_mng",1
0.98,0.47,3,158,2,0,1,0,"RandD",1
0.83,0.66,3,160,3,1,1,0,"RandD",1
1.01,0.61,3,169,2,1,1,0,"marketing",1
0.98,0.6,3,161,3,0,1,0,"sales",1
0.53,0.94,5,229,4,1,1,0,"marketing",1
0.98,0.75,3,184,4,0,0,0,"sales",2
0.63,0.57,3,201,3,0,1,0,"sales",2
0.65,0.74,4,163,3,0,0,0,"sales",3
0.27,0.48,4,209,3,0,1,0,"sales",2
0.2,0.69,5,257,4,0,0,0,"sales",2
0.64,0.81,4,234,4,0,1,0,"sales",2
0.54,0.6,2,186,2,1,1,0,"sales",1
1.01,0.97,3,235,3,1,1,0,"sales",1
0.99,0.53,5,206,2,1,0,0,"sales",1
0.58,0.95,4,136,4,0,1,0,"sales",1
1.02,0.69,4,155,3,1,1,0,"sales",1
0.54,0.96,4,269,3,1,1,0,"accounting",1
0.77,0.88,3,285,3,1,0,0,"accounting",1
0.72,0.61,3,137,3,0,1,0,"technical",1
0.65,0.56,3,148,2,0,0,0,"technical",1
0.84,0.48,4,231,3,0,1,0,"technical",1
0.6,0.65,3,207,2,1,0,0,"technical",2
0.61,0.93,4,173,3,0,1,0,"support",2
0.76,0.5,2,108,5,0,1,0,"support",2
0.8,0.71,3,269,2,1,1,0,"support",2
0.33,0.83,2,203,3,0,0,0,"support",2
0.88,0.73,3,214,3,1,1,0,"support",2
0.8,0.41,4,269,6,1,1,0,"support",3
1.03,0.97,4,184,4,0,1,0,"support",1
0.83,0.72,3,152,3,0,1,0,"technical",2
0.88,0.72,3,250,3,0,1,0,"IT",1
0.75,0.8,4,235,3,0,1,0,"IT",1
0.93,0.52,3,272,2,0,1,0,"IT",1
0.62,0.58,4,177,2,0,1,0,"product_mng",1
0.38,0.38,3,130,3,0,1,0,"product_mng",1
0.61,0.84,3,182,3,0,1,0,"RandD",1
0.8,0.6,5,190,3,1,1,0,"RandD",1
0.63,0.75,3,197,3,0,1,0,"sales",1
0.78,0.88,4,180,3,1,1,0,"accounting",1
0.6,0.86,3,176,3,1,0,0,"support",1
0.61,0.9,3,232,5,0,1,0,"marketing",2
0.9,0.62,2,148,6,1,1,0,"marketing",2
0.78,0.46,5,235,3,0,1,0,"sales",2
0.53,0.47,2,269,2,0,1,0,"sales",2
0.62,0.84,4,255,2,1,1,0,"sales",2
0.56,0.85,5,158,3,0,1,0,"sales",2
1,0.7,3,195,2,0,1,0,"sales",2
0.84,0.48,5,205,3,0,1,0,"sales",2
0.56,0.69,3,125,2,0,1,0,"sales",1
1.02,0.62,4,218,4,0,0,0,"accounting",1
0.99,0.84,4,268,3,0,1,0,"accounting",1
0.81,0.95,4,221,4,0,1,0,"hr",1
0.49,0.45,6,101,5,0,1,0,"hr",1
0.7,0.54,4,241,3,0,1,0,"technical",1
0.53,0.59,3,209,3,0,1,0,"technical",1
0.59,0.97,3,209,2,0,0,0,"technical",1
1.02,0.77,4,231,4,1,1,0,"support",2
0.75,0.87,4,217,3,1,1,0,"support",2
0.53,0.81,4,242,2,1,1,0,"support",2
0.59,0.66,3,212,3,0,0,0,"support",2
0.35,0.53,4,167,5,1,0,0,"support",2
0.99,0.86,5,269,2,0,1,0,"support",2
0.7,0.9,4,156,2,0,1,0,"support",2
0.29,0.68,3,238,6,1,1,0,"support",2
0.2,0.71,4,196,5,0,1,0,"technical",3
0.75,0.79,4,144,2,1,0,0,"IT",1
0.99,0.58,4,170,2,0,1,0,"product_mng",1
0.52,0.78,3,238,4,1,1,0,"product_mng",1
0.21,0.77,4,240,5,0,1,0,"RandD",1
0.97,0.57,5,215,2,0,1,0,"RandD",1
0.47,0.59,3,142,4,0,1,0,"RandD",1
0.99,0.52,2,265,2,0,1,0,"RandD",1
0.78,0.86,3,224,2,0,1,0,"sales",1
0.69,0.76,4,256,3,0,1,0,"accounting",1
0.63,0.84,6,272,4,1,1,0,"technical",1
0.67,0.76,4,159,4,0,0,0,"management",2
0.88,0.78,4,219,2,1,1,0,"marketing",2
0.33,0.51,3,210,6,0,1,0,"marketing",2
0.77,0.93,4,237,3,0,1,0,"marketing",2
0.96,0.74,3,212,3,0,1,0,"sales",2
0.78,0.46,3,250,5,1,1,0,"sales",2
0.61,0.61,4,171,3,0,0,0,"sales",2
0.54,0.49,3,272,3,1,1,0,"sales",2
0.19,0.7,4,192,6,0,1,0,"sales",3
0.8,0.54,5,226,4,0,1,0,"sales",1
0.65,0.45,2,149,3,1,1,0,"sales",2
0.55,0.83,4,193,3,0,1,0,"sales",2
0.85,0.63,4,168,3,1,1,0,"accounting",1
0.29,0.67,4,180,3,0,1,0,"accounting",1
0.65,0.93,4,191,2,0,1,0,"hr",1
0.53,0.51,3,191,2,0,1,0,"hr",1
0.56,0.89,4,125,3,1,1,0,"hr",1
0.92,0.77,4,152,3,0,1,0,"hr",1
0.88,0.5,4,174,2,0,0,0,"technical",1
0.65,0.84,4,135,3,0,1,0,"technical",1
0.65,0.48,4,198,3,0,1,0,"technical",1
0.26,0.86,5,201,3,0,1,0,"technical",1
0.16,0.72,6,127,4,0,1,0,"technical",2
0.64,0.7,4,213,2,0,1,0,"support",1
0.48,0.46,5,287,5,1,1,0,"support",2
0.91,0.48,4,162,2,0,1,0,"support",2
0.85,0.85,5,273,6,0,1,0,"support",2
0.83,0.97,5,187,3,1,0,0,"technical",2
0.63,0.68,4,145,6,0,0,0,"IT",1
0.66,0.69,3,176,2,1,1,0,"product_mng",1
0.7,0.92,2,192,3,1,1,0,"product_mng",1
0.92,0.49,4,241,5,1,1,0,"IT",1
0.92,0.82,5,168,2,1,1,0,"RandD",1
0.67,0.83,3,250,3,1,1,0,"marketing",1
0.68,0.72,4,237,3,1,1,0,"sales",1
0.57,0.95,4,258,3,1,1,0,"support",1
0.72,0.74,4,257,4,0,1,0,"technical",1
0.8,0.76,2,271,3,0,1,0,"management",1
0.36,0.38,6,214,6,0,1,0,"marketing",2
0.86,0.56,4,202,3,0,1,0,"marketing",2
0.92,0.66,3,274,2,0,1,0,"sales",2
0.79,0.58,5,274,2,0,1,0,"sales",2
0.6,0.83,4,152,3,0,1,0,"sales",2
0.64,0.87,2,287,4,1,1,0,"sales",2
0.45,0.65,2,115,3,1,0,0,"sales",3
0.2,0.43,2,119,3,1,1,0,"sales",2
0.15,0.8,5,162,4,1,1,0,"sales",2
0.73,0.76,5,264,2,1,1,0,"sales",2
0.9,0.86,3,179,2,1,1,0,"sales",2
0.87,0.63,3,269,2,0,1,0,"sales",1
0.92,0.74,4,128,2,1,1,0,"accounting",1
1.01,0.67,3,274,3,0,1,0,"hr",1
0.33,0.81,5,245,4,0,0,0,"hr",1
0.79,0.88,3,279,6,1,0,0,"hr",2
0.15,0.82,4,218,6,0,1,0,"technical",2
0.66,0.94,3,144,2,0,0,0,"technical",2
0.64,0.6,2,159,3,0,0,0,"technical",2
0.7,0.8,5,148,2,0,1,0,"technical",2
0.78,0.76,2,264,3,1,1,0,"technical",2
0.91,0.87,5,189,2,1,1,0,"technical",2
0.47,0.4,2,199,2,1,0,0,"support",2
0.68,0.76,4,205,2,0,1,0,"support",2
0.91,0.61,3,184,4,0,1,0,"support",2
1.02,0.88,4,181,3,0,1,0,"support",2
0.79,0.69,3,205,2,1,1,0,"support",2
0.17,0.96,5,172,5,1,1,0,"support",2
0.55,0.8,3,133,2,1,1,0,"support",2
0.62,0.48,3,199,2,1,1,0,"technical",3
0.27,0.63,6,210,5,1,1,0,"management",3
0.21,0.85,6,230,4,1,0,0,"IT",3
0.76,0.6,5,134,3,0,1,0,"IT",3
0.89,0.51,3,213,3,0,1,0,"IT",3
0.47,0.52,3,145,3,1,1,0,"product_mng",3
0.73,0.37,4,270,2,0,1,0,"RandD",1
0.78,0.76,5,266,3,0,1,0,"RandD",1
0.39,0.61,2,278,4,0,0,0,"RandD",1
0.83,0.56,4,175,2,0,1,0,"RandD",1
1.01,0.71,4,135,4,0,1,0,"marketing",1
1.03,0.57,3,253,3,0,1,0,"support",1
0.83,0.52,3,222,4,1,0,0,"technical",1
0.72,0.58,3,139,2,0,0,0,"marketing",1
0.6,0.5,4,252,2,1,0,0,"marketing",1
0.53,0.61,3,160,2,1,1,0,"sales",2
0.55,0.86,3,261,4,0,1,0,"sales",2
0.21,0.71,4,219,5,0,1,0,"sales",2
0.46,0.44,2,239,3,0,1,0,"sales",2
0.98,0.81,4,252,2,0,1,0,"sales",3
0.75,0.58,3,265,2,0,1,0,"sales",3
0.38,0.54,4,137,2,0,1,0,"hr",1
0.78,0.79,2,247,4,0,1,0,"hr",1
0.73,0.9,5,177,3,0,1,0,"hr",1
0.73,0.45,2,238,3,1,1,0,"technical",1
0.81,0.85,4,178,3,0,1,0,"technical",2
0.67,0.76,5,200,3,0,1,0,"technical",2
0.93,0.74,2,150,2,0,1,0,"technical",2
0.57,0.6,2,141,2,1,0,0,"technical",2
0.38,0.53,5,239,5,0,1,0,"support",2
0.49,0.58,4,119,5,1,1,0,"support",2
0.78,0.91,5,210,3,1,1,0,"support",2
0.83,0.98,3,177,2,0,1,0,"technical",2
0.46,0.92,3,185,2,0,0,0,"IT",2
0.61,0.51,4,192,4,0,1,0,"IT",2
0.69,0.87,4,139,3,1,0,0,"product_mng",2
0.47,0.85,3,207,2,0,1,0,"product_mng",2
0.84,0.49,3,162,2,0,0,0,"IT",2
0.45,0.46,5,191,5,0,0,0,"RandD",2
0.52,0.57,4,265,3,1,1,0,"RandD",1
0.37,0.67,6,283,2,1,0,0,"RandD",1
0.54,0.69,4,208,3,0,1,0,"marketing",1
0.52,0.97,4,258,3,0,1,0,"sales",1
0.52,0.62,3,175,2,0,1,0,"accounting",1
0.54,0.57,3,238,3,0,0,0,"support",3
0.67,0.5,3,166,3,1,0,0,"technical",1
0.65,0.84,4,220,2,0,1,0,"management",3
0.84,0.5,4,221,6,0,1,0,"marketing",3
0.98,0.55,2,263,3,0,1,0,"marketing",1
0.85,0.66,5,236,4,1,1,0,"sales",3
1.01,0.71,2,237,3,0,1,0,"sales",2
0.79,0.97,3,166,3,0,1,0,"sales",2
0.24,0.91,4,189,2,1,1,0,"sales",2
0.44,0.54,2,121,2,1,0,0,"sales",2
0.99,0.88,5,198,2,1,0,0,"sales",2
0.58,0.78,4,222,2,1,1,0,"sales",2
0.53,0.74,2,107,4,1,1,0,"sales",3
0.36,0.67,6,192,3,1,0,0,"sales",3
0.88,0.57,5,236,3,0,1,0,"sales",1
0.77,0.52,4,167,2,0,1,0,"sales",2
0.94,0.59,3,255,3,1,1,0,"accounting",1
0.79,0.74,3,239,2,0,0,0,"hr",1
0.48,0.59,5,179,5,0,1,0,"hr",1
0.63,0.71,3,135,5,0,0,0,"hr",1
0.67,0.97,3,167,2,0,1,0,"technical",1
0.98,0.58,4,265,4,1,0,0,"technical",1
0.72,0.61,4,272,2,1,1,0,"technical",1
0.56,0.43,5,140,5,1,1,0,"technical",1
0.71,0.9,4,209,6,0,1,0,"support",1
0.62,0.65,4,271,2,0,1,0,"support",2
0.37,0.74,6,237,5,0,1,0,"support",3
0.39,0.38,2,135,3,0,1,0,"support",3
0.27,0.52,6,193,4,1,1,0,"support",2
0.7,0.7,4,192,3,0,1,0,"support",2
0.2,0.53,5,144,6,0,0,0,"technical",2
