"satisfaction_level","last_evaluation","number_project","average_monthly_hours","time_spend_company","Work_accident","left","promotion_last_5years","department","salary"
0.56,0.78,3,133,2,1,1,0,"support",2
0.63,0.46,3,199,2,1,0,0,"technical",3
0.28,0.61,6,210,5,0,1,0,"management",3
0.22,0.83,6,230,4,1,1,0,"IT",3
0.77,0.58,5,134,3,1,0,0,"IT",3
0.9,0.49,3,213,3,0,1,0,"IT",3
0.48,0.5,3,145,3,1,1,0,"product_mng",3
0.74,0.35,4,270,2,1,1,0,"RandD",1
0.79,0.74,5,266,3,0,1,0,"RandD",1
0.4,0.59,2,278,4,0,1,0,"RandD",1
0.84,0.54,4,175,2,1,0,0,"RandD",1
1.02,0.69,4,135,4,1,0,0,"marketing",1
1.04,0.55,3,253,3,1,0,0,"support",1
0.84,0.5,3,222,4,1,1,0,"technical",1
0.73,0.56,3,139,2,1,0,0,"marketing",1
0.61,0.48,4,252,2,0,0,0,"marketing",1
0.54,0.59,3,160,2,1,0,0,"sales",2
0.56,0.84,3,261,4,1,1,0,"sales",2
0.22,0.69,4,219,5,1,0,0,"sales",2
0.47,0.42,2,239,3,1,0,0,"sales",2
0.99,0.79,4,252,2,1,1,0,"sales",3
0.76,0.56,3,265,2,1,1,0,"sales",3
0.39,0.52,4,137,2,1,0,0,"hr",1
0.79,0.77,2,247,4,1,1,0,"hr",1
0.74,0.88,5,177,3,1,1,0,"hr",1
0.74,0.43,2,238,3,1,1,0,"technical",1
0.82,0.83,4,178,3,1,1,0,"technical",2
0.68,0.74,5,200,3,0,0,0,"technical",2
0.94,0.72,2,150,2,1,1,0,"technical",2
0.58,0.58,2,141,2,1,0,0,"technical",2
0.39,0.51,5,239,5,1,0,0,"support",2
0.5,0.56,4,119,5,1,0,0,"support",2
0.79,0.89,5,210,3,1,0,0,"support",2
0.84,0.96,3,177,2,1,1,0,"technical",2
0.47,0.9,3,185,2,1,1,0,"IT",2
0.62,0.49,4,192,4,1,0,0,"IT",2
0.7,0.85,4,139,3,0,1,0,"product_mng",2
0.48,0.83,3,207,2,1,1,0,"product_mng",2
0.85,0.47,3,162,2,1,1,0,"IT",2
0.46,0.44,5,191,5,1,1,0,"RandD",2
0.53,0.55,4,265,3,0,1,0,"RandD",1
0.38,0.65,6,283,2,1,0,0,"RandD",1
0.55,0.67,4,208,3,1,0,0,"marketing",1
0.53,0.95,4,258,3,0,1,0,"sales",1
0.53,0.6,3,175,2,1,1,0,"accounting",1
0.55,0.55,3,238,3,1,0,0,"support",3
0.68,0.48,3,166,3,1,1,0,"technical",1
0.66,0.82,4,220,2,1,1,0,"management",3
0.85,0.48,4,221,6,1,1,0,"marketing",3
0.99,0.53,2,263,3,1,0,0,"marketing",1
0.86,0.64,5,236,4,1,1,0,"sales",3
1.02,0.69,2,237,3,0,1,0,"sales",2
0.8,0.95,3,166,3,1,0,0,"sales",2
0.25,0.89,4,189,2,0,0,0,"sales",2
0.45,0.52,2,121,2,1,0,0,"sales",2
1,0.86,5,198,2,1,0,0,"sales",2
0.59,0.76,4,222,2,1,0,0,"sales",2
0.54,0.72,2,107,4,1,0,0,"sales",3
0.37,0.65,6,192,3,0,1,0,"sales",3
0.89,0.55,5,236,3,1,1,0,"sales",1
0.78,0.5,4,167,2,1,0,0,"sales",2
0.95,0.57,3,255,3,0,1,0,"accounting",1
0.8,0.72,3,239,2,1,0,0,"hr",1
0.49,0.57,5,179,5,1,1,0,"hr",1
0.64,0.69,3,135,5,0,1,0,"hr",1
0.68,0.95,3,167,2,0,1,0,"technical",1
0.99,0.56,4,265,4,1,1,0,"technical",1
0.73,0.59,4,272,2,1,0,0,"technical",1
0.57,0.41,5,140,5,1,0,0,"technical",1
0.72,0.88,4,209,6,1,1,0,"support",1
0.63,0.63,4,271,2,1,1,0,"support",2
0.38,0.72,6,237,5,1,0,0,"support",3
0.4,0.36,2,135,3,1,0,0,"support",3
0.28,0.5,6,193,4,1,1,0,"support",2
0.71,0.68,4,192,3,1,0,0,"support",2
0.21,0.51,5,144,6,1,1,0,"technical",2
0.61,0.54,3,251,3,1,0,0,"technical",2
0.74,0.81,3,156,2,1,1,0,"technical",2
0.76,0.86,3,193,3,1,1,0,"IT",2
0.88,0.62,4,204,3,1,0,0,"IT",2
0.61,0.43,2,158,2,1,1,0,"product_mng",2
0.56,0.55,6,104,4,1,0,0,"product_mng",2
0.7,0.89,4,187,2,1,1,0,"RandD",1
0.83,0.86,5,184,3,1,0,0,"marketing",1
0.92,0.96,5,190,2,0,1,0,"sales",1
0.87,0.56,3,242,3,1,1,0,"accounting",1
0.84,0.61,5,204,2,1,0,0,"support",1
0.68,0.65,4,232,3,1,0,0,"technical",3
0.71,0.57,3,251,2,1,1,0,"marketing",1
0.69,0.91,4,153,2,1,1,0,"marketing",1
1.02,0.89,5,210,6,1,0,0,"sales",1
0.72,0.89,4,174,2,1,0,0,"sales",2
0.9,0.75,3,106,6,1,1,0,"sales",2
0.8,0.93,5,172,3,1,1,0,"sales",2
0.62,0.67,3,230,3,1,1,0,"sales",2
0.79,0.67,4,205,3,1,0,0,"sales",2
0.6,0.8,4,143,4,1,0,0,"sales",2
0.35,0.76,5,190,4,1,1,0,"accounting",2
0.53,0.38,2,266,3,0,1,0,"accounting",1
0.81,0.93,3,215,2,1,0,0,"hr",1
0.68,0.79,4,179,3,1,0,0,"hr",1
1,0.91,5,235,3,1,0,0,"hr",1
0.62,0.46,3,178,5,1,0,0,"technical",1
0.97,0.5,3,233,3,0,1,0,"technical",1
0.8,0.45,5,243,3,1,1,0,"technical",1
0.54,0.5,4,175,2,1,1,0,"technical",1
0.83,0.51,4,266,3,1,1,0,"technical",1
0.64,0.45,5,259,4,0,0,0,"technical",1
0.88,0.69,5,100,5,1,0,0,"support",1
0.28,0.82,5,258,6,1,1,0,"support",1
0.55,0.54,5,173,3,0,1,0,"support",1
0.54,0.84,4,142,3,1,0,0,"support",1
0.7,0.32,3,256,6,0,0,0,"support",2
0.65,0.46,4,175,3,1,1,0,"support",2
0.81,0.45,4,274,2,0,1,0,"support",2
0.78,0.6,3,229,3,0,0,0,"support",2
0.96,0.94,4,161,3,0,1,0,"technical",2
0.86,0.59,3,245,3,1,0,0,"management",2
0.73,0.81,5,246,3,0,0,0,"IT",2
0.81,0.87,5,263,3,0,1,0,"IT",2
0.84,0.59,4,211,2,0,1,0,"product_mng",2
0.55,0.47,3,274,2,1,1,0,"product_mng",2
0.81,0.48,4,241,3,1,1,0,"product_mng",2
0.71,0.35,2,235,6,0,0,0,"RandD",1
0.37,0.35,3,98,3,1,0,0,"RandD",1
0.82,0.62,6,105,5,1,0,0,"RandD",1
0.62,0.79,3,226,3,1,0,0,"RandD",1
0.63,0.55,4,171,4,1,0,0,"RandD",1
0.67,0.47,4,148,4,0,0,0,"RandD",1
0.58,0.52,3,183,4,1,1,0,"marketing",1
1.04,0.57,4,198,2,0,1,0,"management",1
0.58,0.93,5,233,3,1,1,0,"marketing",1
0.38,0.55,2,164,2,0,1,0,"sales",1
0.68,0.6,3,180,2,1,0,0,"sales",1
0.62,0.59,4,194,2,1,0,0,"sales",2
0.91,0.63,3,139,2,0,1,0,"sales",2
0.71,0.79,5,269,2,0,0,0,"sales",2
0.57,0.93,4,249,3,0,1,0,"sales",2
0.33,0.62,3,256,2,1,0,0,"sales",2
0.41,0.66,2,188,2,1,1,0,"sales",3
0.82,0.46,3,167,2,1,1,0,"sales",1
0.28,0.6,5,190,4,0,1,0,"sales",2
0.53,0.66,4,168,3,1,0,0,"accounting",2
0.54,0.93,4,217,3,0,0,0,"hr",1
0.86,0.9,3,253,2,0,1,0,"hr",1
1.02,0.6,4,134,3,1,1,0,"technical",1
0.61,0.74,3,178,3,0,1,0,"technical",1
0.58,0.87,3,189,2,1,1,0,"technical",1
0.98,0.69,3,154,3,1,0,0,"technical",1
0.71,0.79,3,148,3,0,1,0,"support",1
0.68,0.49,4,133,3,1,0,0,"support",1
0.66,0.53,4,160,3,1,0,0,"support",1
0.93,0.81,4,201,2,1,1,0,"support",1
0.65,0.66,5,156,4,1,0,0,"support",1
0.95,0.47,5,152,3,0,1,0,"support",2
0.66,0.51,4,218,3,0,1,0,"support",2
0.7,0.95,3,183,2,1,0,0,"technical",2
1,0.56,5,269,2,0,0,0,"technical",2
0.79,0.94,4,170,4,1,1,0,"management",2
0.48,0.5,3,115,3,0,1,0,"IT",2
0.94,0.63,3,165,2,1,1,0,"IT",3
1.03,0.78,3,255,2,0,0,0,"product_mng",2
0.93,0.82,4,190,2,1,1,0,"product_mng",2
1,0.81,4,164,4,1,1,0,"IT",1
0.54,0.42,3,165,3,1,1,0,"RandD",1
0.63,0.55,3,141,3,1,0,0,"RandD",1
0.25,0.81,6,235,6,1,0,0,"RandD",1
0.67,0.74,4,159,2,1,0,0,"marketing",1
0.55,0.92,3,149,4,1,0,0,"accounting",1
0.93,0.92,5,239,3,0,0,0,"support",1
0.81,0.7,6,247,3,1,0,0,"management",1
0.83,0.95,4,183,2,1,1,0,"marketing",1
0.72,0.44,5,108,2,0,1,0,"marketing",1
0.53,0.63,6,286,4,1,1,0,"sales",1
0.5,0.51,3,139,2,1,0,0,"sales",2
0.93,0.73,4,269,4,1,1,0,"sales",2
0.63,0.83,4,183,2,1,1,0,"sales",2
0.61,0.68,3,206,3,1,1,0,"sales",2
0.55,0.62,4,182,2,1,1,0,"sales",2
0.56,0.65,3,139,3,0,1,0,"sales",2
0.65,0.34,2,268,3,1,1,0,"sales",1
0.89,0.96,3,255,3,1,0,0,"sales",2
0.83,0.48,3,134,2,1,0,0,"sales",2
0.81,0.64,4,225,4,1,0,0,"hr",1
0.88,0.86,3,196,3,1,1,0,"hr",1
0.25,0.45,3,253,3,1,1,0,"hr",1
0.84,0.71,4,217,2,0,1,0,"technical",1
0.81,0.81,5,192,2,1,1,0,"technical",1
1.04,0.67,5,186,2,1,1,0,"technical",1
0.89,0.63,4,163,3,1,0,0,"technical",1
0.84,0.76,4,248,3,1,0,0,"technical",1
1.03,0.46,5,214,2,1,0,0,"technical",1
0.95,0.78,4,255,4,0,1,0,"support",1
1,0.93,4,255,3,1,1,0,"support",1
0.53,0.48,4,251,2,1,0,0,"support",1
0.75,0.65,3,274,3,0,0,0,"support",2
0.9,0.88,5,137,3,1,1,0,"technical",2
0.72,0.81,3,209,2,0,1,0,"management",2
1.02,0.57,5,243,3,1,0,0,"IT",1
0.22,0.47,5,159,6,1,1,0,"IT",2
0.18,0.47,5,259,5,0,1,0,"product_mng",2
0.98,0.76,5,245,3,1,1,0,"product_mng",2
0.6,0.76,5,197,4,0,0,0,"product_mng",1
0.63,0.85,5,143,3,1,1,0,"IT",1
1.01,0.84,5,173,3,1,1,0,"RandD",1
0.8,0.66,5,195,3,1,1,0,"RandD",1
0.27,0.69,5,197,4,0,0,0,"RandD",1
0.54,0.55,3,192,2,0,0,0,"sales",1
1.01,0.82,5,217,3,1,0,0,"technical",1
0.86,0.67,5,208,2,0,0,0,"management",1
0.76,0.64,5,162,5,1,1,0,"marketing",1
0.55,0.91,4,164,3,1,1,0,"sales",1
0.6,0.39,2,169,3,0,1,0,"sales",2
0.54,0.8,3,233,3,1,0,0,"sales",2
0.98,0.74,3,218,2,0,1,0,"sales",2
0.59,0.67,4,223,3,1,1,0,"sales",2
0.88,0.7,3,234,3,1,1,0,"sales",2
0.65,0.91,3,133,5,1,1,0,"sales",2
0.77,0.7,4,214,3,0,0,0,"sales",3
0.91,0.63,4,272,4,0,0,0,"sales",1
0.42,0.38,2,127,4,1,0,0,"sales",2
0.73,0.76,5,263,3,1,0,0,"accounting",2
0.96,0.72,5,246,2,1,0,0,"accounting",1
0.93,0.89,3,181,3,1,1,0,"hr",1
0.96,0.89,3,238,2,1,0,0,"hr",1
0.39,0.48,3,167,2,0,1,0,"hr",1
0.7,0.65,3,182,3,1,0,0,"technical",1
0.25,0.51,4,184,2,1,1,0,"technical",1
0.68,0.9,3,150,2,0,1,0,"technical",2
1.03,0.83,4,162,4,0,0,0,"technical",2
0.9,0.47,3,189,2,1,1,0,"technical",2
0.48,0.81,4,200,3,1,1,0,"support",2
0.8,0.93,4,219,2,1,1,0,"support",2
0.83,0.83,3,218,3,0,0,0,"support",2
0.93,0.6,4,237,2,1,0,0,"support",2
0.38,0.47,3,105,3,1,1,0,"support",2
1,0.66,3,227,2,1,1,0,"support",2
0.74,0.83,3,158,2,1,1,0,"support",2
0.46,0.34,2,139,4,1,1,0,"technical",2
0.33,0.36,6,205,3,0,1,0,"technical",2
0.95,0.39,3,224,3,1,0,0,"technical",2
0.74,0.39,6,253,3,0,0,0,"IT",3
0.67,0.64,4,191,2,0,0,0,"IT",3
1.01,0.54,5,199,2,1,0,0,"IT",3
0.32,0.48,3,122,4,1,1,0,"product_mng",3
0.74,0.56,3,187,2,0,1,0,"product_mng",3
0.87,0.47,4,210,3,1,0,0,"product_mng",3
0.37,0.73,3,216,3,1,1,0,"RandD",3
0.54,0.74,4,185,3,1,0,0,"RandD",3
0.81,0.62,3,260,4,1,1,0,"RandD",3
0.92,0.93,5,137,4,1,0,0,"RandD",1
0.76,0.96,4,151,2,1,0,0,"RandD",1
0.71,0.74,3,235,3,1,1,0,"support",1
0.52,0.6,4,141,2,1,1,0,"marketing",1
0.8,0.8,4,195,3,1,1,0,"marketing",1
0.91,0.54,4,254,3,1,1,0,"marketing",1
0.67,0.86,4,188,4,0,0,0,"sales",1
0.74,0.9,3,167,3,0,0,0,"sales",1
0.63,0.42,2,126,3,1,0,0,"sales",2
0.51,0.35,6,246,4,1,1,0,"sales",2
0.85,0.58,5,201,3,1,1,0,"sales",2
1.02,0.57,3,272,3,1,1,0,"sales",2
0.98,0.58,3,184,3,1,0,0,"sales",2
1.03,0.5,3,199,2,1,1,0,"sales",2
0.32,0.63,3,221,3,1,1,0,"sales",3
0.84,0.74,3,251,3,1,0,0,"sales",3
0.88,0.84,3,203,3,1,1,0,"accounting",3
0.64,0.67,5,168,2,0,0,0,"accounting",3
0.57,0.74,5,270,5,0,1,0,"hr",1
0.98,0.49,5,169,3,0,1,0,"technical",1
0.53,0.76,3,227,4,1,1,0,"technical",1
0.7,0.62,4,166,3,1,0,0,"technical",1
0.16,0.55,3,229,6,1,0,0,"technical",2
0.98,0.77,3,196,3,1,0,0,"technical",2
0.67,0.8,4,176,3,1,1,0,"technical",2
0.83,0.95,4,172,3,0,1,0,"support",2
0.27,0.71,6,220,3,0,1,0,"support",2
0.66,0.47,4,274,2,1,1,0,"support",2
0.74,0.8,4,182,3,1,0,0,"support",2
0.7,0.92,3,132,2,1,1,0,"support",2
0.63,0.65,4,202,2,1,1,0,"technical",2
0.73,0.47,2,141,3,1,0,0,"technical",2
0.96,0.59,3,199,2,1,1,0,"IT",2
1,0.83,4,213,3,0,1,0,"IT",2
0.63,0.75,3,217,4,0,0,0,"product_mng",2
0.7,0.81,6,165,5,1,1,0,"product_mng",2
0.62,0.9,5,274,3,1,1,0,"RandD",2
0.59,0.83,3,215,2,1,1,0,"RandD",2
0.78,0.52,4,254,2,0,0,0,"marketing",1
0.62,0.8,4,150,4,1,1,0,"sales",1
0.87,0.33,5,101,4,0,1,0,"support",1
0.87,0.51,3,263,3,1,1,0,"marketing",1
0.73,0.68,3,243,3,1,0,0,"marketing",1
0.61,0.5,3,157,4,1,1,0,"sales",3
0.95,0.83,3,196,4,1,1,0,"sales",1
1.04,0.57,6,270,3,0,0,0,"sales",1
0.86,0.73,4,205,3,1,1,0,"sales",2
0.78,0.28,3,131,3,1,1,0,"sales",2
0.25,0.35,2,118,4,0,1,0,"sales",2
0.88,0.51,4,270,3,1,0,0,"sales",2
0.96,0.47,3,223,2,1,1,0,"sales",2
0.9,0.84,3,268,2,1,1,0,"sales",3
0.59,0.51,5,194,3,1,0,0,"hr",1
0.61,0.33,3,108,4,1,0,0,"technical",1
0.69,0.6,5,206,3,0,1,0,"technical",1
0.63,0.41,2,171,2,1,1,0,"technical",1
0.54,0.56,4,199,2,0,0,0,"technical",1
0.62,0.8,3,258,4,1,1,0,"support",1
0.7,0.64,4,269,3,1,1,0,"support",1
0.74,0.76,5,245,4,1,0,0,"support",3
0.86,0.5,4,164,3,1,1,0,"support",1
0.53,0.45,4,256,3,1,0,0,"support",1
1,0.69,3,193,3,1,1,0,"support",3
0.74,0.53,3,179,2,1,1,0,"support",1
0.95,0.48,3,256,2,1,1,0,"support",3
0.7,0.34,4,145,5,0,1,0,"technical",2
0.53,0.61,3,168,4,0,1,0,"technical",2
0.68,0.87,6,154,5,1,1,0,"IT",2
0.87,0.71,3,262,3,0,1,0,"IT",2
0.6,0.8,4,149,4,1,0,0,"IT",2
0.99,0.73,5,139,2,1,1,0,"IT",2
0.6,0.96,3,272,2,0,1,0,"IT",2
0.97,0.64,3,252,4,1,0,0,"product_mng",3
0.88,0.44,3,266,2,1,0,0,"product_mng",2
1.02,0.76,4,137,2,0,0,0,"IT",2
0.7,0.6,5,203,4,0,1,0,"RandD",2
0.96,0.45,5,178,2,1,1,0,"RandD",2
0.94,0.46,4,139,2,1,1,0,"accounting",1
0.59,0.48,5,140,3,1,0,0,"support",1
0.62,0.59,5,186,3,1,1,0,"technical",3
0.6,0.58,4,184,3,1,0,0,"marketing",1
1.01,0.53,3,144,3,1,1,0,"marketing",1
0.81,0.64,3,225,2,1,0,0,"sales",1
1.01,0.77,5,266,2,1,1,0,"sales",1
0.74,0.6,5,154,2,0,0,0,"sales",1
0.82,0.78,4,142,2,1,1,0,"sales",1
0.81,0.78,3,207,4,1,1,0,"sales",1
1.02,0.9,3,174,3,1,0,0,"sales",2
1.04,0.64,3,132,2,0,1,0,"sales",2
0.65,0.58,4,269,4,1,1,0,"accounting",2
0.83,0.93,3,271,2,1,0,0,"hr",2
0.76,0.91,4,230,3,1,0,0,"technical",1
1.04,0.56,4,261,3,1,0,0,"technical",1
0.93,0.55,3,242,4,1,0,0,"technical",1
0.27,0.64,5,244,3,1,1,0,"support",1
1,0.81,3,168,3,1,1,0,"technical",2
0.89,0.84,3,198,4,1,1,0,"technical",2
0.55,0.46,4,216,2,0,1,0,"management",2
0.57,0.55,3,148,3,0,1,0,"IT",2
1.03,0.52,3,197,2,1,1,0,"IT",2
0.56,0.72,4,106,2,1,1,0,"product_mng",1
0.78,0.7,5,262,2,1,0,0,"product_mng",2
0.7,0.8,5,187,2,1,1,0,"RandD",1
1.03,0.54,4,183,3,0,0,0,"marketing",1
0.92,0.55,4,240,2,1,1,0,"sales",1
0.24,0.51,4,149,3,1,1,0,"accounting",1
0.99,0.91,4,204,3,0,1,0,"marketing",1
0.64,0.73,4,163,3,0,0,0,"marketing",1
0.59,0.51,4,211,4,0,1,0,"sales",1
0.68,0.56,3,196,3,1,1,0,"sales",1
1,0.66,2,273,3,1,1,0,"sales",1
0.72,0.57,6,236,3,0,1,0,"sales",2
1,0.44,4,222,3,1,1,0,"sales",2
0.9,0.61,5,166,3,0,0,0,"sales",2
0.57,0.47,4,249,2,1,0,0,"sales",2
0.87,0.55,4,197,4,1,0,0,"sales",2
1.01,0.5,5,185,2,0,1,0,"sales",2
0.96,0.67,3,171,2,1,1,0,"sales",2
0.86,0.91,6,191,6,1,0,0,"accounting",2
0.63,0.47,4,250,2,1,1,0,"accounting",2
0.53,0.94,3,224,3,1,1,0,"hr",2
0.98,0.8,5,203,3,1,1,0,"technical",1
0.46,0.51,4,100,4,0,1,0,"technical",1
0.74,0.78,4,252,3,1,0,0,"technical",1
0.4,0.35,3,98,3,1,0,0,"technical",1
0.95,0.57,3,262,3,1,1,0,"technical",1
0.91,0.6,3,257,3,0,1,0,"technical",1
1.01,0.9,3,160,3,0,0,0,"support",1
0.46,0.47,3,190,4,1,1,0,"support",1
0.57,0.47,4,181,3,1,1,0,"support",1
0.6,0.84,4,273,3,1,1,0,"support",1
0.3,0.66,5,209,6,1,0,0,"support",1
0.57,0.45,4,192,2,1,0,0,"support",1
0.8,0.75,3,166,2,1,0,0,"technical",2
0.71,0.76,4,190,4,1,0,0,"technical",2
0.61,0.74,4,143,3,1,0,0,"management",2
0.78,0.45,3,137,2,1,1,0,"IT",2
0.67,0.65,4,171,3,0,0,0,"IT",2
0.34,0.72,5,224,2,1,1,0,"product_mng",2
0.85,0.81,4,202,3,0,1,0,"product_mng",2
0.62,0.65,4,180,3,1,1,0,"product_mng",3
0.63,0.7,5,165,2,1,1,0,"RandD",2
0.5,0.59,2,177,6,1,1,0,"RandD",2
0.83,0.73,4,171,2,1,0,0,"RandD",1
0.55,0.91,3,187,2,1,1,0,"marketing",1
0.74,0.54,3,205,3,1,1,0,"sales",1
0.94,0.48,4,167,3,1,1,0,"technical",1
1,0.49,3,166,3,0,1,0,"marketing",1
0.54,0.85,5,223,3,1,0,0,"marketing",1
0.92,0.54,2,123,4,1,0,0,"sales",1
0.93,0.82,3,223,2,1,1,0,"sales",1
0.62,0.92,5,143,2,1,0,0,"sales",1
0.38,0.84,5,131,6,1,0,0,"sales",1
0.83,0.71,4,259,3,0,1,0,"sales",2
0.55,0.69,4,174,3,1,1,0,"sales",2
0.62,0.84,5,178,4,1,1,0,"sales",2
0.16,0.38,3,110,2,1,1,0,"accounting",2
0.87,0.94,5,187,4,1,0,0,"hr",2
0.89,0.52,3,159,3,1,1,0,"hr",2
0.53,0.71,4,259,3,1,0,0,"technical",1
0.48,0.54,4,152,3,1,1,0,"technical",1
0.54,0.83,5,245,2,1,1,0,"technical",1
0.91,0.73,4,256,3,0,0,0,"technical",1
0.96,0.85,4,193,3,1,1,0,"technical",1
0.45,0.46,6,151,2,1,0,0,"technical",1
0.62,0.86,4,225,2,0,0,0,"technical",1
0.81,0.41,5,170,2,1,1,0,"support",1
0.64,0.84,4,175,3,0,1,0,"support",1
0.24,0.96,3,123,4,1,0,0,"support",1
0.19,0.92,5,201,6,1,0,0,"support",1
0.26,0.94,4,185,3,1,1,0,"support",1
0.27,0.92,4,213,4,1,0,0,"technical",2
0.83,0.53,3,168,2,1,1,0,"technical",2
0.64,0.56,4,197,3,0,1,0,"management",2
0.69,0.83,3,101,3,1,0,0,"IT",2
0.66,0.66,4,175,3,1,1,0,"IT",2
0.44,0.75,5,181,5,1,0,0,"IT",2
0.28,0.35,4,152,5,0,1,0,"product_mng",3
1.03,0.94,5,241,2,1,1,0,"IT",2
0.69,0.62,6,240,4,1,0,0,"RandD",2
0.66,0.64,3,253,5,0,0,0,"RandD",1
0.65,0.73,4,195,2,1,1,0,"sales",1
0.33,0.82,2,248,6,1,0,0,"support",1
0.69,0.75,4,274,2,1,0,0,"technical",1
0.66,0.78,5,155,5,1,1,0,"sales",1
0.55,0.82,4,206,3,0,1,0,"sales",1
0.49,0.37,3,193,2,0,1,0,"sales",1
0.77,0.55,6,121,5,1,1,0,"sales",1
1.02,0.84,4,140,2,1,1,0,"sales",1
1.03,0.54,3,189,4,1,1,0,"sales",2
0.88,0.69,5,245,3,1,1,0,"sales",2
0.17,0.69,5,206,5,1,1,0,"sales",2
0.72,0.57,4,147,3,1,1,0,"accounting",2
0.9,0.69,3,241,3,1,0,0,"hr",1
0.89,0.47,3,242,3,0,0,0,"hr",2
0.73,0.83,3,155,3,1,1,0,"technical",2
0.64,0.46,3,211,3,1,1,0,"technical",2
0.6,0.87,2,264,2,0,1,0,"technical",1
0.88,0.46,5,267,2,1,0,0,"technical",1
0.16,0.41,5,287,4,1,1,0,"technical",1
0.56,0.54,4,134,3,1,0,0,"technical",1
0.21,0.48,6,176,5,0,1,0,"support",2
0.99,0.47,3,224,4,1,1,0,"support",2
0.63,0.88,5,226,3,0,0,0,"support",2
0.53,0.52,5,196,3,1,1,0,"support",2
0.94,0.84,5,251,4,1,0,0,"support",2
0.95,0.63,5,137,3,1,1,0,"management",2
1.03,0.58,4,256,2,1,0,0,"IT",2
0.93,0.86,3,231,3,1,1,0,"IT",2
0.61,0.37,3,207,3,0,1,0,"product_mng",2
0.64,0.71,2,273,2,0,1,0,"IT",3
1.01,0.65,4,134,3,1,1,0,"RandD",3
0.6,0.81,3,109,2,1,0,0,"RandD",3
0.82,0.55,4,124,3,1,0,0,"RandD",3
0.68,0.68,4,253,4,1,1,0,"RandD",3
0.86,0.69,3,148,4,1,1,0,"sales",3
0.87,0.74,5,240,3,1,0,0,"accounting",3
0.53,0.45,2,221,3,0,1,0,"support",3
0.61,0.91,4,176,3,0,0,0,"technical",3
0.7,0.89,4,248,3,0,0,0,"management",3
0.59,0.76,3,187,3,0,1,0,"marketing",1
1.02,0.58,3,140,4,1,0,0,"marketing",1
0.93,0.47,4,141,3,1,1,0,"sales",1
0.71,0.4,4,194,2,1,1,0,"sales",1
0.24,0.94,2,228,3,1,1,0,"sales",1
0.69,0.82,3,207,3,1,0,0,"sales",1
0.86,0.78,4,164,2,1,0,0,"sales",1
0.53,0.85,3,224,3,1,1,0,"sales",1
1.01,0.86,4,201,3,1,1,0,"sales",1
0.28,0.74,5,131,5,1,1,0,"sales",1
0.96,0.92,6,239,4,1,1,0,"sales",2
0.81,0.55,4,153,3,0,0,0,"sales",2
0.64,0.44,4,219,4,0,1,0,"sales",2
0.82,0.45,3,194,3,1,1,0,"sales",2
0.54,0.64,3,181,3,1,0,0,"accounting",2
0.37,0.91,4,280,3,1,0,0,"accounting",2
0.8,0.87,3,133,2,0,0,0,"hr",2
0.56,0.83,5,280,6,1,1,0,"hr",3
0.67,0.76,3,267,3,0,0,0,"technical",1
0.82,0.82,4,240,3,1,1,0,"technical",1
0.79,0.7,5,181,3,1,0,0,"technical",1
0.65,0.73,3,271,3,0,0,0,"support",1
0.4,0.93,5,151,3,1,1,0,"support",1
0.82,0.59,4,264,3,1,1,0,"support",2
0.71,0.69,4,223,3,1,1,0,"support",2
0.24,0.76,5,186,4,1,1,0,"support",2
0.44,0.39,3,128,3,1,0,0,"support",2
0.85,0.48,4,274,3,1,1,0,"technical",2
0.61,0.57,3,112,5,0,0,0,"IT",2
0.94,0.6,3,163,3,1,0,0,"IT",2
0.84,0.53,3,162,2,0,1,0,"IT",2
0.27,0.76,4,149,5,1,1,0,"product_mng",2
0.77,0.8,4,238,2,1,1,0,"product_mng",2
0.56,0.9,3,263,3,1,1,0,"product_mng",2
1.01,0.44,4,221,3,1,1,0,"RandD",2
0.58,0.79,4,170,4,0,1,0,"RandD",1
0.83,0.72,4,211,4,0,1,0,"RandD",2
0.86,0.72,3,174,3,1,1,0,"sales",2
0.64,0.66,4,265,4,1,0,0,"accounting",2
0.21,0.84,2,201,4,1,1,0,"support",2
0.73,0.45,5,147,3,1,0,0,"management",2
0.9,0.57,4,221,2,1,0,0,"marketing",2
0.71,0.51,5,234,2,1,0,0,"marketing",2
0.29,0.92,6,217,4,1,1,0,"marketing",1
0.64,0.62,3,164,2,1,0,0,"sales",1
0.85,0.52,3,142,3,1,1,0,"sales",1
0.19,0.33,2,167,3,1,1,0,"sales",1
1.02,0.47,3,247,2,1,0,0,"sales",1
0.95,0.46,4,231,3,1,0,0,"sales",3
0.9,0.67,4,250,3,0,1,0,"sales",1
0.62,0.73,4,190,6,1,1,0,"sales",3
0.96,0.84,3,145,4,0,0,0,"sales",3
1.03,0.57,3,154,3,0,0,0,"sales",2
0.29,0.41,3,228,5,1,0,0,"accounting",2
0.97,0.95,4,209,3,1,1,0,"accounting",3
0.72,0.67,4,206,2,1,0,0,"hr",2
0.66,0.83,3,151,2,0,1,0,"hr",2
0.24,0.71,3,235,4,1,1,0,"technical",3
0.22,0.5,4,165,3,1,1,0,"technical",2
0.22,0.58,3,165,4,1,1,0,"technical",2
0.74,0.7,5,255,2,1,0,0,"technical",2
0.97,0.88,5,185,5,1,0,0,"technical",1
0.54,0.72,4,229,3,1,1,0,"technical",1
0.58,0.67,3,148,3,0,1,0,"technical",1
